,acc,val_acc,loss,val_loss
56,0.5476190447807312,0.4642857015132904,0.7404402494430542,0.789595365524292
57,0.5748299360275269,0.5595238208770752,0.7238767147064209,0.6957982182502747
58,0.5408163070678711,0.5476190447807312,0.7067270874977112,0.7116921544075012
59,0.6020408272743225,0.523809552192688,0.6938883066177368,0.7229717969894409
60,0.5680271983146667,0.6071428656578064,0.6816307902336121,0.6708788275718689
61,0.6292517185211182,0.5595238208770752,0.650556206703186,0.7179877758026123
62,0.6292517185211182,0.6309523582458496,0.656437337398529,0.6823570132255554
63,0.5714285969734192,0.5357142686843872,0.7102499604225159,0.7306740880012512
64,0.5918367505073547,0.4761904776096344,0.7011494040489197,0.756367564201355
65,0.5646258592605591,0.5357142686843872,0.6919783353805542,0.7048466801643372
66,0.6394557952880859,0.5357142686843872,0.6453606486320496,0.7472524642944336
67,0.5408163070678711,0.5357142686843872,0.7359542846679688,0.7199297547340393
68,0.5646258592605591,0.488095223903656,0.6878456473350525,0.7431917786598206
69,0.5544217824935913,0.511904776096344,0.7217792272567749,0.772246241569519
70,0.6496598720550537,0.5833333134651184,0.6372583508491516,0.7023015022277832
71,0.6122449040412903,0.488095223903656,0.6862348318099976,0.7440961599349976
72,0.6190476417541504,0.523809552192688,0.6438385248184204,0.7172949910163879
73,0.6122449040412903,0.4523809552192688,0.6914411187171936,0.7574772834777832
74,0.6190476417541504,0.5,0.6698087453842163,0.7492728233337402
75,0.6224489808082581,0.5833333134651184,0.6800793409347534,0.7376781105995178
76,0.5986394286155701,0.5595238208770752,0.6836115717887878,0.7032950520515442
77,0.5918367505073547,0.5595238208770752,0.689961314201355,0.712774395942688
78,0.5884353518486023,0.5,0.6821047067642212,0.7435576319694519
79,0.5952380895614624,0.488095223903656,0.701839029788971,0.7329842448234558
80,0.6394557952880859,0.5357142686843872,0.6697520017623901,0.7650443315505981
81,0.581632673740387,0.5714285969734192,0.6643741130828857,0.7021769285202026
82,0.6088435649871826,0.5476190447807312,0.6823340654373169,0.7114213705062866
83,0.6054421663284302,0.6190476417541504,0.671863853931427,0.6469473242759705
84,0.6258503198623657,0.511904776096344,0.666304886341095,0.7282935976982117
85,0.6190476417541504,0.5476190447807312,0.6326066851615906,0.7280987501144409
86,0.615646243095398,0.5476190447807312,0.6643317341804504,0.7280182838439941
